Date,Precipitation
1903-11-07,0
1903-11-08,0.4
1903-11-09,3.2
1903-11-10,0.2
1903-11-11,0
1903-11-12,1.1
1903-11-13,0.9
1903-11-14,0.1
1903-11-15,0.3
1903-11-16,6.5
1903-11-17,0
1903-11-18,0
1903-11-19,0
1903-11-20,6.8
1903-11-21,0.3
1903-11-22,0
1903-11-23,2.2
1903-11-24,2.5
1903-11-25,0.7
1903-11-26,0
1903-11-27,0
1903-11-28,0
1903-11-29,0
1903-11-30,0
1903-12-01,1.9
1903-12-02,0
1903-12-03,0.7
1903-12-04,0
1903-12-05,7.2
1903-12-06,3.7
1903-12-07,2.7
1903-12-08,2.4
1903-12-09,0.9
1903-12-10,0.2
1903-12-11,0.6
1903-12-12,0.5
1903-12-13,2
1903-12-14,0
1903-12-15,0.1
1903-12-16,0
1903-12-17,0
1903-12-18,0
1903-12-19,0
1903-12-20,0
1903-12-21,0
1903-12-22,0
1903-12-23,0
1903-12-24,0.5
1903-12-25,0.5
1903-12-26,0
1903-12-27,0.2
1903-12-28,0
1903-12-29,0
1903-12-30,0
1903-12-31,0
1904-01-01,0
1904-01-02,0
1904-01-03,0
1904-01-04,0
1904-01-05,0
1904-01-06,0
1904-01-07,0
1904-01-08,1.5
1904-01-09,5.7
1904-01-10,0
1904-01-11,2.4
1904-01-12,3.3
1904-01-13,5.6
1904-01-14,5.6
1904-01-15,2.3
1904-01-16,2.4
1904-01-17,0.5
1904-01-18,0
1904-01-19,0
1904-01-20,0
1904-01-21,0
1904-01-22,0
1904-01-23,0
1904-01-24,0
1904-01-25,0
1904-01-26,0
1904-01-27,0
1904-01-28,6.9
1904-01-29,1.1
1904-01-30,0
1904-01-31,0
1904-02-01,0
1904-02-02,0.3
1904-02-03,2.4
1904-02-04,0.1
1904-02-05,6.1
1904-02-06,9.2
1904-02-07,1.3
1904-02-08,1
1904-02-09,0.3
1904-02-10,2.2
1904-02-11,9.6
1904-02-12,0.3
1904-02-13,7.4
1904-02-14,2.8
1904-02-15,0.5
1904-02-16,0.1
1904-02-17,0.1
1904-02-18,3
1904-02-19,0
1904-02-20,2.8
1904-02-21,0
1904-02-22,0
1904-02-23,0.6
1904-02-24,0
1904-02-25,1.1
1904-02-26,0.4
1904-02-27,0.2
1904-02-28,0.7
1904-02-29,1.4
1904-03-01,0
1904-03-02,0.2
1904-03-03,0
1904-03-04,0
1904-03-05,0.2
1904-03-06,0.1
1904-03-07,0.6
1904-03-08,0
1904-03-09,0
1904-03-10,3.7
1904-03-11,1.9
1904-03-12,0
1904-03-13,0
1904-03-14,0.3
1904-03-15,0
1904-03-16,0
1904-03-17,0
1904-03-18,0
1904-03-19,0
1904-03-20,10
1904-03-21,5.7
1904-03-22,0
1904-03-23,0
1904-03-24,0
1904-03-25,0
1904-03-26,0
1904-03-27,0
1904-03-28,0
1904-03-29,0
1904-03-30,0
1904-03-31,0
1904-04-01,0
1904-04-02,1.5
1904-04-03,4.7
1904-04-04,0
1904-04-05,0
1904-04-06,4.8
1904-04-07,7.1
1904-04-08,0
1904-04-09,3.6
1904-04-10,0
1904-04-11,3.3
1904-04-12,0
1904-04-13,0
1904-04-14,0
1904-04-15,0
1904-04-16,0
1904-04-17,2.3
1904-04-18,0
1904-04-19,0
1904-04-20,0
1904-04-21,0.9
1904-04-22,0
1904-04-23,0.3
1904-04-24,0
1904-04-25,0.9
1904-04-26,0
1904-04-27,0
1904-04-28,5
1904-04-29,2.7
1904-04-30,0
1904-05-01,0.9
1904-05-02,8.6
1904-05-03,5.7
1904-05-04,0.2
1904-05-05,0
1904-05-06,0
1904-05-07,5.5
1904-05-08,5.7
1904-05-09,0
1904-05-10,8.6
1904-05-11,0.2
1904-05-12,0
1904-05-13,0
1904-05-14,7.5
1904-05-15,0.2
1904-05-16,1.3
1904-05-17,1.1
1904-05-18,0.2
1904-05-19,0
1904-05-20,0.2
1904-05-21,0
1904-05-22,0
1904-05-23,0
1904-05-24,0
1904-05-25,0
1904-05-26,0
1904-05-27,0
1904-05-28,0
1904-05-29,0
1904-05-30,0
1904-05-31,0
1904-06-01,0
1904-06-02,0
1904-06-03,5.6
1904-06-04,0
1904-06-05,3
1904-06-06,2.7
1904-06-07,1.5
1904-06-08,0.3
1904-06-09,0
1904-06-10,0
1904-06-11,0
1904-06-12,0
1904-06-13,0
1904-06-14,0
1904-06-15,0
1904-06-16,0
1904-06-17,0
1904-06-18,0.2
1904-06-19,2.3
1904-06-20,4.9
1904-06-21,0.8
1904-06-22,11.3
1904-06-23,2.5
1904-06-24,1.4
1904-06-25,0.9
1904-06-26,3.7
1904-06-27,3
1904-06-28,6.5
1904-06-29,0
1904-06-30,0
1904-07-01,0
1904-07-02,0.1
1904-07-03,0
1904-07-04,0
1904-07-05,0
1904-07-06,0
1904-07-07,0
1904-07-08,0
1904-07-09,1.9
1904-07-10,0
1904-07-11,0
1904-07-12,0
1904-07-13,0
1904-07-14,0
1904-07-15,0
1904-07-16,0
1904-07-17,3.1
1904-07-18,0
1904-07-19,1.9
1904-07-20,0.6
1904-07-21,0
1904-07-22,0
1904-07-23,0
1904-07-24,0
1904-07-25,2
1904-07-26,0
1904-07-27,0
1904-07-28,0
1904-07-29,0
1904-07-30,0
1904-07-31,0
1904-08-01,0
1904-08-02,0
1904-08-03,0
1904-08-04,0
1904-08-05,0
1904-08-06,0.6
1904-08-07,13.1
1904-08-08,0
1904-08-09,0
1904-08-10,0.5
1904-08-11,3.9
1904-08-12,16.1
1904-08-13,1.8
1904-08-14,4.2
1904-08-15,6.7
1904-08-16,3.3
1904-08-17,4
1904-08-18,2.5
1904-08-19,24.2
1904-08-20,6.4
1904-08-21,0.7
1904-08-22,0
1904-08-23,10
1904-08-24,0.6
1904-08-25,0
1904-08-26,10.1
1904-08-27,2.7
1904-08-28,1.4
1904-08-29,0.9
1904-08-30,0.2
1904-08-31,0
1904-09-01,0
1904-09-02,0
1904-09-03,0
1904-09-04,0
1904-09-05,0
1904-09-06,0
1904-09-07,0
1904-09-08,1.1
1904-09-09,6.5
1904-09-10,1.8
1904-09-11,4.6
1904-09-12,0.4
1904-09-13,0.9
1904-09-14,0.3
1904-09-15,0
1904-09-16,0
1904-09-17,0
1904-09-18,0
1904-09-19,0
1904-09-20,0
1904-09-21,0
1904-09-22,0
1904-09-23,0.3
1904-09-24,1.2
1904-09-25,7.8
1904-09-26,4.3
1904-09-27,2.3
1904-09-28,0
1904-09-29,0
1904-09-30,0
1904-10-01,0
1904-10-02,4.4
1904-10-03,0
1904-10-04,1.2
1904-10-05,0
1904-10-06,8.2
1904-10-07,0
1904-10-08,0
1904-10-09,1.4
1904-10-10,0
1904-10-11,0
1904-10-12,2.6
1904-10-13,0
1904-10-14,0
1904-10-15,2.1
1904-10-16,1.7
1904-10-17,2.4
1904-10-18,0
1904-10-19,0
1904-10-20,0
1904-10-21,0
1904-10-22,0.4
1904-10-23,0
1904-10-24,3.9
1904-10-25,4.1
1904-10-26,0.5
1904-10-27,0
1904-10-28,0
1904-10-29,0.6
1904-10-30,0
1904-10-31,0.4
1904-11-01,0
1904-11-02,3
1904-11-03,3.5
1904-11-04,0
1904-11-05,0
1904-11-06,0
1904-11-07,0
1904-11-08,5.5
1904-11-09,7.3
1904-11-10,2.2
1904-11-11,0
1904-11-12,0
1904-11-13,0
1904-11-14,1
1904-11-15,0.3
1904-11-16,0
1904-11-17,0.4
1904-11-18,0.2
1904-11-19,0
1904-11-20,0
1904-11-21,0
1904-11-22,0
1904-11-23,5
1904-11-24,0.7
1904-11-25,0
1904-11-26,0
1904-11-27,2.7
1904-11-28,0.6
1904-11-29,0
1904-11-30,0
1904-12-01,1.3
1904-12-02,0.2
1904-12-03,0
1904-12-04,2.9
1904-12-05,2.8
1904-12-06,3.3
1904-12-07,2.8
1904-12-08,0.5
1904-12-09,0
1904-12-10,2.8
1904-12-11,5.9
1904-12-12,0
1904-12-13,0
1904-12-14,0
1904-12-15,2.9
1904-12-16,3.4
1904-12-17,2.9
1904-12-18,0
1904-12-19,0
1904-12-20,0
1904-12-21,0.6
1904-12-22,0.9
1904-12-23,2.3
1904-12-24,1.9
1904-12-25,0.2
1904-12-26,3.4
1904-12-27,0
1904-12-28,0
1904-12-29,7
1904-12-30,1
1904-12-31,0.4
1905-01-01,0
1905-01-02,0
1905-01-03,0.3
1905-01-04,0
1905-01-05,0
1905-01-06,0.2
1905-01-07,0
1905-01-08,1.8
1905-01-09,0
1905-01-10,1
1905-01-11,3.6
1905-01-12,7.3
1905-01-13,0.3
1905-01-14,0
1905-01-15,0
1905-01-16,0
1905-01-17,0
1905-01-18,0
1905-01-19,0
1905-01-20,0
1905-01-21,0
1905-01-22,0
1905-01-23,0
1905-01-24,1.7
1905-01-25,0.5
1905-01-26,0
1905-01-27,0
1905-01-28,0
1905-01-29,0
1905-01-30,5.4
1905-01-31,3.6
1905-02-01,0
1905-02-02,0
1905-02-03,0
1905-02-04,0
1905-02-05,0.3
1905-02-06,0
1905-02-07,0
1905-02-08,0
1905-02-09,0
1905-02-10,0.3
1905-02-11,0.2
1905-02-12,0
1905-02-13,0.2
1905-02-14,0
1905-02-15,0
1905-02-16,0
1905-02-17,0
1905-02-18,1.3
1905-02-19,0
1905-02-20,0.9
1905-02-21,0
1905-02-22,0
1905-02-23,0
1905-02-24,0.5
1905-02-25,0.1
1905-02-26,0.2
1905-02-27,0.4
1905-02-28,3.3
1905-03-01,5.3
1905-03-02,0
1905-03-03,0
1905-03-04,0
1905-03-05,2.3
1905-03-06,0.1
1905-03-07,1
1905-03-08,1
1905-03-09,3.4
1905-03-10,2.5
1905-03-11,5.5
1905-03-12,0
1905-03-13,1.7
1905-03-14,1.2
1905-03-15,1.1
1905-03-16,0.9
1905-03-17,0
1905-03-18,0.6
1905-03-19,0.1
1905-03-20,0
1905-03-21,0
1905-03-22,0
1905-03-23,0
1905-03-24,0.4
1905-03-25,0.2
1905-03-26,1.2
1905-03-27,0.3
1905-03-28,0
1905-03-29,4.5
1905-03-30,0.7
1905-03-31,0
1905-04-01,0
1905-04-02,0
1905-04-03,0
1905-04-04,3.9
1905-04-05,4.1
1905-04-06,0
1905-04-07,0
1905-04-08,0
1905-04-09,0.1
1905-04-10,0.1
1905-04-11,0
1905-04-12,4.4
1905-04-13,0.5
1905-04-14,0
1905-04-15,0
1905-04-16,0
1905-04-17,0
1905-04-18,0
1905-04-19,8
1905-04-20,2.3
1905-04-21,4
1905-04-22,4.5
1905-04-23,0
1905-04-24,0
1905-04-25,1
1905-04-26,0
1905-04-27,1.4
1905-04-28,5.3
1905-04-29,0.3
1905-04-30,6.1
1905-05-01,2.3
1905-05-02,1.8
1905-05-03,0
1905-05-04,0.1
1905-05-05,0
1905-05-06,0
1905-05-07,0
1905-05-08,1.4
1905-05-09,0.3
1905-05-10,0.2
1905-05-11,2.5
1905-05-12,5.3
1905-05-13,0.5
1905-05-14,0
1905-05-15,0
1905-05-16,0
1905-05-17,0
1905-05-18,0
1905-05-19,0.7
1905-05-20,0.3
1905-05-21,0
1905-05-22,0
1905-05-23,0
1905-05-24,3
1905-05-25,0
1905-05-26,0
1905-05-27,5.7
1905-05-28,0
1905-05-29,0
1905-05-30,0
1905-05-31,0
1905-06-01,1.3
1905-06-02,0
1905-06-03,0
1905-06-04,0
1905-06-05,0
1905-06-06,0.1
1905-06-07,0
1905-06-08,0
1905-06-09,0
1905-06-10,0.8
1905-06-11,0.1
1905-06-12,0
1905-06-13,0.1
1905-06-14,7.6
1905-06-15,0
1905-06-16,0
1905-06-17,4
1905-06-18,0.1
1905-06-19,13.4
1905-06-20,0
1905-06-21,3.7
1905-06-22,0
1905-06-23,0
1905-06-24,0
1905-06-25,0
1905-06-26,0
1905-06-27,0
1905-06-28,0
1905-06-29,0
1905-06-30,1.8
1905-07-01,0
1905-07-02,0.8
1905-07-03,1.8
1905-07-04,0
1905-07-05,0
1905-07-06,0
1905-07-07,0
1905-07-08,0.1
1905-07-09,0
1905-07-10,0
1905-07-11,9.1
1905-07-12,4.7
1905-07-13,0.8
1905-07-14,0.1
1905-07-15,0
1905-07-16,13.1
1905-07-17,0
1905-07-18,7.6
1905-07-19,0
1905-07-20,4.2
1905-07-21,1.4
1905-07-22,2.5
1905-07-23,4.7
1905-07-24,0
1905-07-25,0
1905-07-26,1
1905-07-27,0.4
1905-07-28,3.5
1905-07-29,0
1905-07-30,7.2
1905-07-31,0.9
1905-08-01,0
1905-08-02,13.1
1905-08-03,0
1905-08-04,0
1905-08-05,0
1905-08-06,1
1905-08-07,0
1905-08-08,1.5
1905-08-09,0
1905-08-10,6.9
1905-08-11,0
1905-08-12,6.2
1905-08-13,0
1905-08-14,1.4
1905-08-15,7.3
1905-08-16,0.8
1905-08-17,0
1905-08-18,0
1905-08-19,10.4
1905-08-20,9.6
1905-08-21,0.9
1905-08-22,0
1905-08-23,0
1905-08-24,13.3
1905-08-25,0.9
1905-08-26,0
1905-08-27,0
1905-08-28,0
1905-08-29,0
1905-08-30,1
1905-08-31,0
1905-09-01,2.7
1905-09-02,0
1905-09-03,0
1905-09-04,0.3
1905-09-05,0
1905-09-06,0
1905-09-07,2
1905-09-08,8.6
1905-09-09,0.3
1905-09-10,5.4
1905-09-11,0
1905-09-12,0
1905-09-13,0
1905-09-14,0
1905-09-15,1.4
1905-09-16,0.6
1905-09-17,0
1905-09-18,0
1905-09-19,0
1905-09-20,0
1905-09-21,0
1905-09-22,0.4
1905-09-23,0.6
1905-09-24,1.3
1905-09-25,3.3
1905-09-26,3.6
1905-09-27,4.4
1905-09-28,0
1905-09-29,3.1
1905-09-30,14.7
1905-10-01,20.4
1905-10-02,12.9
1905-10-03,2.7
1905-10-04,0.9
1905-10-05,7.4
1905-10-06,3.1
1905-10-07,5.6
1905-10-08,1
1905-10-09,0
1905-10-10,0.3
1905-10-11,0
1905-10-12,4.8
1905-10-13,0.7
1905-10-14,0.1
1905-10-15,3.2
1905-10-16,12.4
1905-10-17,0
1905-10-18,1
1905-10-19,0
1905-10-20,1.7
1905-10-21,1.2
1905-10-22,1
1905-10-23,5.9
1905-10-24,1.1
1905-10-25,2.5
1905-10-26,0.1
1905-10-27,2.8
1905-10-28,1.1
1905-10-29,0.1
1905-10-30,5.4
1905-10-31,1.9
1905-11-01,3.8
1905-11-02,0.1
1905-11-03,1.4
1905-11-04,2.5
1905-11-05,0.4
1905-11-06,2.7
1905-11-07,2.8
1905-11-08,0
1905-11-09,0
1905-11-10,0
1905-11-11,0
1905-11-12,0
1905-11-13,0.1
1905-11-14,0.1
1905-11-15,1.5
1905-11-16,0.9
1905-11-17,0
1905-11-18,0
1905-11-19,0
1905-11-20,0
1905-11-21,0
1905-11-22,0
1905-11-23,4.1
1905-11-24,1.3
1905-11-25,5.4
1905-11-26,4.4
1905-11-27,2.8
1905-11-28,2.7
1905-11-29,0
1905-11-30,0
1905-12-01,0
1905-12-02,0
1905-12-03,0
1905-12-04,0.1
1905-12-05,0.3
1905-12-06,1
1905-12-07,3.7
1905-12-08,0
1905-12-09,0
1905-12-10,0
1905-12-11,0
1905-12-12,0
1905-12-13,0
1905-12-14,0
1905-12-15,0
1905-12-16,0
1905-12-17,0
1905-12-18,0
1905-12-19,0.3
1905-12-20,0.8
1905-12-21,0
1905-12-22,0
1905-12-23,0
1905-12-24,1.1
1905-12-25,1
1905-12-26,0
1905-12-27,0.1
1905-12-28,0.2
1905-12-29,0.9
1905-12-30,1.5
1905-12-31,0.1
1906-01-01,0
1906-01-02,0
1906-01-03,0.6
1906-01-04,0
1906-01-05,5.5
1906-01-06,0.3
1906-01-07,4.3
1906-01-08,1.7
1906-01-09,0.8
1906-01-10,2
1906-01-11,0.7
1906-01-12,3.7
1906-01-13,0
1906-01-14,0.7
1906-01-15,0
1906-01-16,1.7
1906-01-17,3.6
1906-01-18,0
1906-01-19,0.4
1906-01-20,0
1906-01-21,0.3
1906-01-22,0
1906-01-23,0
1906-01-24,0
1906-01-25,3.7
1906-01-26,0
1906-01-27,0.8
1906-01-28,3
1906-01-29,0
1906-01-30,0
1906-01-31,0.5
1906-02-01,0.3
1906-02-02,0.3
1906-02-03,5.4
1906-02-04,0.7
1906-02-05,0
1906-02-06,0
1906-02-07,0.7
1906-02-08,1.7
1906-02-09,4.7
1906-02-10,0.9
1906-02-11,6.2
1906-02-12,0.7
1906-02-13,0.5
1906-02-14,0.9
1906-02-15,1
1906-02-16,0.2
1906-02-17,2.5
1906-02-18,0
1906-02-19,0
1906-02-20,0
1906-02-21,2.5
1906-02-22,1.6
1906-02-23,2.7
1906-02-24,8.8
1906-02-25,0.7
1906-02-26,1.3
1906-02-27,0.3
1906-02-28,0
1906-03-01,1.2
1906-03-02,1
1906-03-03,0
1906-03-04,0
1906-03-05,0
1906-03-06,0
1906-03-07,0
1906-03-08,0
1906-03-09,0.9
1906-03-10,0
1906-03-11,0.5
1906-03-12,9
1906-03-13,5.9
1906-03-14,0.1
1906-03-15,1
1906-03-16,2.5
1906-03-17,9.8
1906-03-18,0
1906-03-19,0.3
1906-03-20,1
1906-03-21,0.8
1906-03-22,0.1
1906-03-23,1.5
1906-03-24,2.7
1906-03-25,0.1
1906-03-26,0
1906-03-27,0.2
1906-03-28,0
1906-03-29,0.2
1906-03-30,0
1906-03-31,0
1906-04-01,0
1906-04-02,0
1906-04-03,0
1906-04-04,0
1906-04-05,0
1906-04-06,0
1906-04-07,0
1906-04-08,0
1906-04-09,0
1906-04-10,0
1906-04-11,0
1906-04-12,0
1906-04-13,0
1906-04-14,1.1
1906-04-15,0
1906-04-16,5
1906-04-17,4.4
1906-04-18,0.1
1906-04-19,5.3
1906-04-20,8
1906-04-21,2.7
1906-04-22,0.6
1906-04-23,0.3
1906-04-24,3.4
1906-04-25,0
1906-04-26,0.8
1906-04-27,0.2
1906-04-28,0.7
1906-04-29,0
1906-04-30,0.5
1906-05-01,0.5
1906-05-02,5.8
1906-05-03,4.1
1906-05-04,0
1906-05-05,0
1906-05-06,0
1906-05-07,0
1906-05-08,0
1906-05-09,0
1906-05-10,0
1906-05-11,0.4
1906-05-12,0
1906-05-13,0
1906-05-14,0
1906-05-15,3.4
1906-05-16,0.1
1906-05-17,0.8
1906-05-18,17.4
1906-05-19,7.2
1906-05-20,16.2
1906-05-21,0
1906-05-22,0
1906-05-23,0
1906-05-24,0
1906-05-25,0
1906-05-26,0
1906-05-27,2.3
1906-05-28,3.2
1906-05-29,0
1906-05-30,1.4
1906-05-31,4.6
1906-06-01,1.3
1906-06-02,9.3
1906-06-03,1.3
1906-06-04,0.1
1906-06-05,0
1906-06-06,0
1906-06-07,0
1906-06-08,0
1906-06-09,0
1906-06-10,0
1906-06-11,0
1906-06-12,0
1906-06-13,22
1906-06-14,5.1
1906-06-15,0
1906-06-16,0
1906-06-17,0
1906-06-18,0
1906-06-19,0
1906-06-20,0
1906-06-21,0.9
1906-06-22,8.6
1906-06-23,0.3
1906-06-24,0
1906-06-25,0
1906-06-26,1.6
1906-06-27,7.5
1906-06-28,0
1906-06-29,0.9
1906-06-30,3.3
1906-07-01,5
1906-07-02,0
1906-07-03,0
1906-07-04,2.8
1906-07-05,6.3
1906-07-06,0
1906-07-07,0
1906-07-08,0
1906-07-09,0
1906-07-10,0
1906-07-11,0
1906-07-12,0
1906-07-13,0
1906-07-14,0
1906-07-15,0.6
1906-07-16,0.7
1906-07-17,3.2
1906-07-18,0
1906-07-19,0.8
1906-07-20,0
1906-07-21,2.2
1906-07-22,1.8
1906-07-23,0
1906-07-24,0
1906-07-25,0.7
1906-07-26,0
1906-07-27,1.1
1906-07-28,0
1906-07-29,0
1906-07-30,0
1906-07-31,0
1906-08-01,3.4
1906-08-02,5.6
1906-08-03,0
1906-08-04,8.9
1906-08-05,22.8
1906-08-06,4.6
1906-08-07,0.2
1906-08-08,0.7
1906-08-09,0.2
1906-08-10,0
1906-08-11,0
1906-08-12,1.7
1906-08-13,0
1906-08-14,0
1906-08-15,0
1906-08-16,0
1906-08-17,0
1906-08-18,0
1906-08-19,2.3
1906-08-20,8.1
1906-08-21,0.3
1906-08-22,0
1906-08-23,0
1906-08-24,0.9
1906-08-25,2.1
1906-08-26,0
1906-08-27,0.1
1906-08-28,0
1906-08-29,2.4
1906-08-30,0.1
1906-08-31,0
1906-09-01,0
1906-09-02,0
1906-09-03,0
1906-09-04,0
1906-09-05,0.9
1906-09-06,3
1906-09-07,0
1906-09-08,0.2
1906-09-09,0.8
1906-09-10,0
1906-09-11,0
1906-09-12,0
1906-09-13,0
1906-09-14,0.2
1906-09-15,0.4
1906-09-16,0
1906-09-17,0.1
1906-09-18,0
1906-09-19,0
1906-09-20,0
1906-09-21,0
1906-09-22,0
1906-09-23,0
1906-09-24,0.3
1906-09-25,4.3
1906-09-26,0.7
1906-09-27,0
1906-09-28,0
1906-09-29,0
1906-09-30,0
1906-10-01,0
1906-10-02,1.4
1906-10-03,0
1906-10-04,0
1906-10-05,0
1906-10-06,7.9
1906-10-07,0.7
1906-10-08,0
1906-10-09,0
1906-10-10,0
1906-10-11,0
1906-10-12,0.3
1906-10-13,1
1906-10-14,3.7
1906-10-15,0
1906-10-16,0.3
1906-10-17,0.5
1906-10-18,0
1906-10-19,0
1906-10-20,12
1906-10-21,0.3
1906-10-22,0.7
1906-10-23,0
1906-10-24,0
1906-10-25,0
1906-10-26,0
1906-10-27,1.5
1906-10-28,0.6
1906-10-29,2.6
1906-10-30,0.2
1906-10-31,2.9
1906-11-01,1.7
1906-11-02,2.5
1906-11-03,2.8
1906-11-04,2
1906-11-05,7.7
1906-11-06,0
1906-11-07,0.4
1906-11-08,1.1
1906-11-09,10
1906-11-10,0
1906-11-11,0
1906-11-12,0
1906-11-13,0
1906-11-14,0
1906-11-15,0.5
1906-11-16,7.1
1906-11-17,0.9
1906-11-18,0.7
1906-11-19,5.2
1906-11-20,3.3
1906-11-21,0.5
1906-11-22,1.1
1906-11-23,0.1
1906-11-24,0
1906-11-25,0
1906-11-26,0
1906-11-27,0.8
1906-11-28,2.9
1906-11-29,2.5
1906-11-30,0.6
1906-12-01,0
1906-12-02,1.9
1906-12-03,0.3
1906-12-04,0
1906-12-05,1.6
1906-12-06,0
1906-12-07,0
1906-12-08,0.5
1906-12-09,0
1906-12-10,2
1906-12-11,0.3
1906-12-12,0
1906-12-13,0.3
1906-12-14,1
1906-12-15,0.7
1906-12-16,0
1906-12-17,0
1906-12-18,0
1906-12-19,0
1906-12-20,0.2
1906-12-21,0
1906-12-22,0.6
1906-12-23,0
1906-12-24,0
1906-12-25,4.9
1906-12-26,0
1906-12-27,0.8
1906-12-28,2
1906-12-29,2
1906-12-30,1.3
1906-12-31,0.9
1907-01-01,0.5
1907-01-02,5.7
1907-01-03,2.2
1907-01-04,2.6
1907-01-05,0
1907-01-06,6.9
1907-01-07,0
1907-01-08,0.5
1907-01-09,0.5
1907-01-10,0
1907-01-11,0.2
1907-01-12,0.8
1907-01-13,0
1907-01-14,0
1907-01-15,0
1907-01-16,0
1907-01-17,0.2
1907-01-18,0.9
1907-01-19,1.4
1907-01-20,0.7
1907-01-21,0.2
1907-01-22,0
1907-01-23,0
1907-01-24,0.1
1907-01-25,0.6
1907-01-26,0
1907-01-27,0
1907-01-28,4.5
1907-01-29,0
1907-01-30,2.8
1907-01-31,0.4
1907-02-01,0
1907-02-02,0
1907-02-03,0.1
1907-02-04,0
1907-02-05,0.6
1907-02-06,0.2
1907-02-07,1.1
1907-02-08,0
1907-02-09,0.1
1907-02-10,0.4
1907-02-11,0.8
1907-02-12,0
1907-02-13,0
1907-02-14,0
1907-02-15,6.2
1907-02-16,0
1907-02-17,0
1907-02-18,2.5
1907-02-19,3.6
1907-02-20,2.2
1907-02-21,8.7
1907-02-22,2
1907-02-23,0.7
1907-02-24,0
1907-02-25,0
1907-02-26,0.5
1907-02-27,0
1907-02-28,0.3
1907-03-01,0
1907-03-02,0
1907-03-03,0
1907-03-04,0
1907-03-05,0
1907-03-06,0.2
1907-03-07,0.4
1907-03-08,3.3
1907-03-09,6.4
1907-03-10,2.3
1907-03-11,0.8
1907-03-12,0
1907-03-13,0
1907-03-14,0.1
1907-03-15,0.2
1907-03-16,2.7
1907-03-17,0.9
1907-03-18,2.4
1907-03-19,3
1907-03-20,0.7
1907-03-21,0
1907-03-22,6.8
1907-03-23,0
1907-03-24,0
1907-03-25,0
1907-03-26,0
1907-03-27,0
1907-03-28,0
1907-03-29,0
1907-03-30,0
1907-03-31,0
1907-04-01,0
1907-04-02,0
1907-04-03,0
1907-04-04,0.6
1907-04-05,0.1
1907-04-06,0.7
1907-04-07,5.3
1907-04-08,1.3
1907-04-09,0
1907-04-10,0
1907-04-11,0
1907-04-12,0
1907-04-13,0
1907-04-14,0
1907-04-15,0
1907-04-16,0
1907-04-17,11.6
1907-04-18,4.3
1907-04-19,0.1
1907-04-20,0
1907-04-21,5.6
1907-04-22,0.1
1907-04-23,2
1907-04-24,3.4
1907-04-25,3.1
1907-04-26,1
1907-04-27,6.9
1907-04-28,2.4
1907-04-29,1.1
1907-04-30,0
1907-05-01,0.1
1907-05-02,0
1907-05-03,2.4
1907-05-04,2.2
1907-05-05,4.3
1907-05-06,0
1907-05-07,0
1907-05-08,5.8
1907-05-09,0.2
1907-05-10,0
1907-05-11,0
1907-05-12,0
1907-05-13,0
1907-05-14,2.2
1907-05-15,11.6
1907-05-16,6.1
1907-05-17,0.6
1907-05-18,0.2
1907-05-19,6
1907-05-20,7.2
1907-05-21,0.3
1907-05-22,0
1907-05-23,0
1907-05-24,0
1907-05-25,1
1907-05-26,1.2
1907-05-27,0.4
1907-05-28,0.6
1907-05-29,0.5
1907-05-30,0
1907-05-31,0.1
1907-06-01,0
1907-06-02,4.5
1907-06-03,0
1907-06-04,9.2
1907-06-05,0
1907-06-06,0
1907-06-07,0
1907-06-08,0.5
1907-06-09,0
1907-06-10,0
1907-06-11,0
1907-06-12,0
1907-06-13,0
1907-06-14,0
1907-06-15,0
1907-06-16,0.5
1907-06-17,0
1907-06-18,2.1
1907-06-19,1.5
1907-06-20,3.7
1907-06-21,8.9
1907-06-22,6.7
1907-06-23,2.5
1907-06-24,1.1
1907-06-25,0.4
1907-06-26,3.3
1907-06-27,0.8
1907-06-28,0
1907-06-29,0
1907-06-30,0
1907-07-01,0
1907-07-02,8.4
1907-07-03,0.9
1907-07-04,0
1907-07-05,0.9
1907-07-06,0
1907-07-07,4.3
1907-07-08,4.5
1907-07-09,0
1907-07-10,0
1907-07-11,0
1907-07-12,0
1907-07-13,0
1907-07-14,0
1907-07-15,0
1907-07-16,0.5
1907-07-17,0
1907-07-18,2.3
1907-07-19,3.2
1907-07-20,0.2
1907-07-21,0.3
1907-07-22,4.5
1907-07-23,0
1907-07-24,0
1907-07-25,0
1907-07-26,1.2
1907-07-27,0
1907-07-28,1.9
1907-07-29,0
1907-07-30,6.7
1907-07-31,22.5
1907-08-01,13
1907-08-02,0.2
1907-08-03,1.8
1907-08-04,0
1907-08-05,0
1907-08-06,27.2
1907-08-07,7.4
1907-08-08,0
1907-08-09,0.1
1907-08-10,0.8
1907-08-11,2.9
1907-08-12,5.1
1907-08-13,10.8
1907-08-14,0.4
1907-08-15,2.9
1907-08-16,0
1907-08-17,1.9
1907-08-18,4.8
1907-08-19,15.8
1907-08-20,6.2
1907-08-21,0
1907-08-22,0.8
1907-08-23,11.6
1907-08-24,10.3
1907-08-25,0
1907-08-26,0
1907-08-27,0
1907-08-28,0.9
1907-08-29,0
1907-08-30,1
1907-08-31,1.1
1907-09-01,13
1907-09-02,0
1907-09-03,7.6
1907-09-04,0
1907-09-05,0
1907-09-06,0
1907-09-07,0
1907-09-08,1.9
1907-09-09,0
1907-09-10,0
1907-09-11,0
1907-09-12,0
1907-09-13,0.2
